,Movie Title,Total Gross,Release Date,Production Company,Year
356,South Pacific2018 Re-release,"$458,000",Aug 26,"Fathom Events

",2018
357,Condorito: The Movie,"$447,719",Jan 12,"Lionsgate

",2018
358,Perfect Blue2017 Re-release,"$446,062",Sep 7,"GKIDS

",2018
359,Porco Rosso2018 Re-release,"$443,059",May 20,"Fathom Events

",2018
360,Loving Vincent,"$6,735,118",Sep 22,"Good Deed Entertainment

",2018
361,DCI 2018 Tour Premeire,"$434,008",Jun 21,"Fathom Events

",2018
362,Frankenstein2018 Re-release,"$417,783",Oct 22,"Fathom Events

",2018
363,Cirque du Soleil in Cinema: KURIOS - Cabinet of Curiosities,"$413,039",Nov 13,"Fathom Events

",2018
364,A Bag of Marbles,"$411,318",Mar 23,"Gaumont British Picture Corporation

",2018
365,"The Night Is Short, Walk on Girl","$406,490",Aug 21,"GKIDS

",2018
366,The Philadelphia Story2018 Re-release,"$404,524",Feb 18,"Fathom Events

",2018
367,The Oath,"$401,463",Oct 12,"Roadside Attractions

",2018
368,We the Animals,"$400,961",Aug 17,"The Orchard

",2018
369,The Gospel According to André,"$400,713",May 25,"Magnolia Pictures

",2018
370,Leaning Into The Wind,"$400,530",Mar 9,"Magnolia Pictures

",2018
371,Blade Runner 2049,"$92,054,159",Oct 6,"Warner Bros.

",2018
372,West Side Story2018 Re-release,"$398,670",Jun 24,"Fathom Events

",2018
373,Space Mutiny,"$397,887",Jun 14,"Fathom Events

",2018
374,Krull2018 Re-release,"$397,157",Aug 23,"Fathom Events

",2018
375,Vertigo2018 Re-release,"$394,212",Mar 18,"Fathom Events

",2018
376,Soorma,"$390,077",Jul 13,"Sony Pictures Releasing

",2018
377,Hubble 3D,"$52,507,086",Mar 19,"Warner Bros.

",2018
378,Attack on Titan: Smoke Signal,"$377,334",Jul 10,"FUNimation Entertainment

",2018
379,Oh Lucy!,"$375,391",Mar 2,"Film Movement

",2018
380,Grace Jones: Bloodlight and Bami,"$375,208",Apr 13,"Kino Lorber

",2018
381,Jurassic Park2018 Re-release,"$374,238",Sep 16,"Fathom Events

",2018
382,Pom Poko2018 Re-release,"$372,405",Jun 17,"Fathom Events

",2018
383,Believer,"$365,639",Jun 8,"Well Go USA Entertainment

",2018
384,Mountain,"$365,412",May 11,"Greenwich Entertainment

",2018
385,Kusama: Infinity,"$360,931",Sep 7,"Magnolia Pictures

",2018
386,Jane and Emma,"$380,030",Oct 12,"Excel Entertainment

",2018
387,Get Out,"$176,040,665",Feb 24,"Universal Pictures

",2018
388,Suicide the Ripple Effect,"$347,468",Feb 23,"GathrFilms

",2018
389,Faces Places,"$953,717",Oct 6,"Cohen Media Group

",2018
390,Sailor Moon R: The Movie: The Promise of the Rose/Sailor Moon S: The Movie - Hearts in IceDouble Bill,"$335,697",Jul 28,"Fathom Events

",2018
391,Russ Taff: I Still Believe,"$334,983",Oct 30,"Fathom Events

",2018
392,Shine,"$333,388",Oct 5,"GVN Releasing

",2018
393,Hichki,"$330,279",Mar 23,-,2018
394,Flower,"$328,188",Mar 16,"The Orchard

",2018
395,The Bolshoi Ballet: Live From Moscow - The Nutcracker,"$323,928",Dec 23,"Fathom Events

",2018
396,The Opera House,"$320,079",Jan 13,"Fathom Events

",2018
397,Under the Sea 3D,"$36,230,170",Feb 13,"Warner Bros.

",2018
398,The Bolshoi Ballet: Live From Moscow - Romeo and Juliet,"$313,088",Jan 21,"Fathom Events

",2018
399,MET Opera: Magic Flute,"$307,686",Dec 1,"Fathom Events

",2018
400,Damsel,"$305,136",Jun 22,"Magnolia Pictures

",2018
401,Showtime Championship Boxing: Deontay Wilder vs. Tyson Fury,"$304,482",Dec 1,"Fathom Events

",2018
402,The Bolshoi Ballet: Live From Moscow - Giselle,"$302,681",Apr 8,"Fathom Events

",2018
403,In the Fade,"$321,011",Dec 27,"Magnolia Pictures

",2018
404,Sunset Blvd.2018 Re-release,"$299,645",May 13,"Fathom Events

",2018
405,More Than Funny,"$290,498",Oct 18,"Fathom Events

",2018
406,Son of Bigfoot,"$289,308",Mar 30,-,2018
407,Andy Irons: Kissed by God,"$285,933",May 25,"Fathom Events

",2018
408,Golden Job,"$285,795",Sep 28,"Well Go USA Entertainment

",2018
409,But Deliver Us from Evil,"$285,169",Feb 9,"Indican Pictures

",2018
410,Disney's Newsies: The Broadway Musical!2018 Re-release,"$282,429",Jul 26,"Fathom Events

",2018
411,Science Fair,"$276,195",Sep 14,"National Geographic Entertainment

",2018
412,Kings,"$274,635",Apr 27,"The Orchard

",2018
413,The Endless,"$272,020",Apr 6,"Well Go USA Entertainment

",2018
414,Doctor Who,"$264,629",Jun 11,"Fathom Events

",2018
415,Detective Dee: The Four Heavenly Kings,"$262,963",Jul 27,"Well Go USA Entertainment

",2018
416,Eating You Alive,"$260,534",Apr 5,"Fathom Events

",2018
417,What They Had,"$260,136",Oct 19,"Bleecker Street Media

",2018
418,The King,"$259,291",Jun 22,"Oscilloscope

",2018
419,Across the Universe2018 Re-release,"$258,618",Jul 29,"Fathom Events

",2018
420,Big2018 Re-release,"$258,507",Jul 15,"Fathom Events

",2018
421,The Square,"$1,502,347",Oct 27,"Magnolia Pictures

",2018
422,Back to Burgundy,"$257,610",Mar 23,"Music Box Films

",2018
423,London Fields,"$252,676",Oct 26,"GVN Releasing

",2018
424,Best F(r)iends: Volume 1,"$252,410",Mar 30,"Fathom Events

",2018
425,Batti Gul Meter Chalu,"$249,539",Sep 21,"Eros International

",2018
426,The Fireflies Are Gone,"$245,006",Sep 21,"Entertainment One

",2018
427,RWBY: Argus Limited,"$238,379",Oct 25,"Fathom Events

",2018
428,Generation Wealth,"$237,709",Jul 20,"Magnolia Pictures

",2018
429,Alien Intrusion: Unmasking a Deception,"$237,411",Jan 11,"Fathom Events

",2018
430,Skate Kitchen,"$236,799",Aug 10,"Magnolia Pictures

",2018
431,Happy End,"$301,718",Dec 22,"Sony Pictures Classics

",2018
432,Hamlet2018 Re-release,"$235,229",Mar 8,"Fathom Events

",2018
433,Superman2018 Re-release,"$233,585",Nov 25,"Fathom Events

",2018
434,Youth,"$1,891,956",Dec 15,"China Lion Film Distribution

",2018
435,Bishôjo senshi Sailor Moon Super S Special,"$231,434",Aug 4,"Fathom Events

",2018
436,Borg vs. McEnroe,"$231,346",Apr 13,"Neon

",2018
437,Matangi/Maya/M.I.A,"$230,808",Sep 28,"Abramorama

",2018
438,MFKZ,"$229,423",Oct 11,"GKIDS

",2018
439,Little Pink House,"$220,948",Apr 20,"Dada Films

",2018
440,Mazinger Z: INFINITY,"$220,682",Feb 11,"Fathom Events

",2018
441,Fragments of Truth,"$219,342",Apr 24,"Fathom Events

",2018
442,A Bad Moms Christmas,"$72,110,659",Nov 1,"STX Entertainment

",2018
443,Dark Money,"$217,932",Jul 13,"PBS Distribution

",2018
444,Getting Grace,"$217,812",Mar 23,"Hannover House

",2018
445,The Producers2018 Re-release,"$216,807",Jun 3,"Fathom Events

",2018
446,The Treasure of the Sierra Madre,"$215,295",Jan 14,"Fathom Events

",2018
447,Jane,"$1,723,379",Oct 20,"Abramorama

",2018
448,Agent Mr. Chan,"$208,351",Feb 23,"China Lion Film Distribution

",2018
449,The Dating Project,"$208,100",Apr 17,"Fathom Events

",2018
450,The Guilty,"$207,140",Oct 19,"Magnolia Pictures

",2018
451,Default,"$203,775",Nov 30,"CJ Entertainment

",2018
452,Keep the Change,"$202,788",Mar 16,"Kino Lorber

",2018
453,The Bolshoi Ballet: Live From Moscow - Coppélia,"$202,217",Jun 10,"Fathom Events

",2018
454,Zama,"$200,600",Apr 13,"Strand Releasing

",2018
455,Gemini,"$200,340",Mar 30,"Neon

",2018
456,Gauguin: Voyage to Tahiti,"$200,140",Jul 11,"Cohen Media Group

",2018
457,Rebel Without a Cause2018 Re-release,"$199,963",Sep 23,"Fathom Events

",2018
458,Have It All -The Movie,"$197,142",Aug 7,-,2018
459,Fate/Stay Night: Heaven's Feel - I. Presage Flower,"$193,833",Jun 5,"Fathom Events

",2018
460,The Final Year,"$191,900",Jan 19,"Magnolia Pictures

",2018
461,Studio 54,"$199,767",Oct 5,"Zeitgeist Films

",2018
462,The Bolshoi Ballet: Live From Moscow - Don Quixote,"$187,946",Dec 2,"Fathom Events

",2018
463,The Monkey King 3,"$187,074",Feb 16,"Well Go USA Entertainment

",2018
464,Goldbuster,"$186,135",Jan 5,"Well Go USA Entertainment

",2018
465,Summer 1993,"$185,903",May 25,"Oscilloscope

",2018
466,Owaranai hito: Miyazaki Hayao,"$187,320",Dec 13,"GKIDS

",2018
467,Maquia: When the Promised Flower Blooms,"$185,699",Jul 20,"Eleven Arts

",2018
468,Madeline's Madeline,"$185,576",Aug 10,"Oscilloscope

",2018
469,National Theatre Live: King Lear,"$185,305",Sep 27,"Fathom Events

",2018
470,Cobra Kai Premiere Event feat. The Karate Kid2018 NCM Fathom Event,"$185,082",Apr 25,"Fathom Events

",2018
471,Island of Lemurs: Madagascar,"$11,269,209",Apr 4,"Warner Bros.

",2018
472,Karwaan,"$182,009",Aug 3,-,2018
473,Born to Be Wild,"$25,926,665",Apr 8,"Warner Bros.

",2018
474,Last Letter,"$180,946",Nov 9,"China Lion Film Distribution

",2018
475,The Accidental Detective 2: In Action,"$179,045",Jun 22,"CJ Entertainment

",2018
476,BuyBust,"$178,471",Aug 10,"Well Go USA Entertainment

",2018
477,The Guardians,"$177,331",May 4,"Music Box Films

",2018
478,The Bolshoi Ballet: Live From Moscow - The Flames of Paris,"$175,922",Mar 4,"Fathom Events

",2018
479,Always at The Carlyle,"$174,251",May 11,"Good Deed Entertainment

",2018
480,The Metropolitan Opera HD Live: Puccini: Turandot,"$172,627",Jul 18,"Fathom Events

",2018
481,The Bolshoi Ballet: Live From Moscow - La Sylphide,"$171,177",Nov 11,"Fathom Events

",2018
482,The House That Jack Built,"$170,113",Nov 28,"IFC Films

",2018
483,Luis and the Aliens,"$169,710",Aug 17,-,2018
484,The Bolshoi Ballet: Live From Moscow - The Lady of the Camellias,"$167,991",Feb 4,"Fathom Events

",2018
485,Rampant,"$167,937",Oct 26,"Well Go USA Entertainment

",2018
486,Double Lover,"$167,581",Feb 14,"Cohen Media Group

",2018
487,Is Genesis History?2018 Re-release,"$166,763",Feb 22,"Fathom Events

",2018
488,Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,"$166,616",May 11,"Magnolia Pictures

",2018
489,Far From the Tree,"$166,018",Jul 20,"IFC Films

",2018
490,Only The Brave,"$18,343,983",Oct 20,"Sony Pictures Releasing

",2018
491,Journey's End,"$161,796",Mar 16,"Good Deed Entertainment

",2018
492,National Theatre Live: The Curious Incident of the Dog in the Night-Time2018 Re-release,"$160,381",Jun 12,"Fathom Events

",2018
493,Silencio,"$158,723",Oct 26,"Tulip Pictures

",2018
494,Cold War2018 Re-release,"$4,580,048",Dec 21,"Amazon Studios

",2018
495,"Buttons, A New Musical Film","$151,983",Dec 8,"Fathom Events

",2018
496,Eating Animals,"$149,614",Jun 15,"IFC Films

",2018
497,Ghost Stories,"$148,747",Apr 20,"IFC Films

",2018
498,Bad Reputation,"$148,568",Sep 28,"Magnolia Pictures

",2018
499,Museo,"$148,505",Sep 14,"Vitagraph Films

",2018
500,Night of the Living Dead2018 Re-release,"$147,423",Oct 24,"Fathom Events

",2018
501,The Little Mermaid,"$147,175",Aug 17,"Conglomerate Media

",2018
502,Mr. Smith Goes to Washington2018 Re-release,"$144,738",Oct 14,"Fathom Events

",2018
503,Swing Kids,"$222,001",Dec 21,"Well Go USA Entertainment

",2018
504,Best F(r)iends Volume Two,"$141,524",Jun 1,"Fathom Events

",2018
505,Rudy2018 Re-release,"$131,200",Aug 28,"Fathom Events

",2018
506,The Metropolitan Opera HD Live: Puccini: Madama Butterfly,"$129,730",Jun 20,"Fathom Events

",2018
507,The Metropolitan Opera HD Live: Tchaikovsky: Eugene Onegin2018 Re-release,"$129,498",Jul 11,"Fathom Events

",2018
508,The Metropolitan Opera HD Live: Verdi: Il Trovatore,"$129,393",Jun 27,"Fathom Events

",2018
509,Support the Girls,"$129,124",Aug 24,"Magnolia Pictures

",2018
510,Sleepless in Seattle2018 Re-release,"$127,281",Dec 2,"Fathom Events

",2018
511,Monster Family,"$127,259",Feb 9,-,2018
512,The Young Karl Marx,"$125,659",Feb 23,"The Orchard

",2018
513,Bel Canto,"$125,569",Sep 14,"Screen Media Films

",2018
514,'85: The Greatest Team in Football History,"$124,573",Jan 29,"Fathom Events

",2018
515,Destroyer,"$1,533,324",Dec 25,"Annapurna Pictures

",2018
516,Yu-Gi-Oh!: The Movie - Pyramid of Light2018 Re-release,"$121,688",Mar 11,"Fathom Events

",2018
517,Geostorm,"$33,700,160",Oct 20,"Warner Bros.

",2018
518,Love After Love,"$121,098",Mar 30,"IFC Films

",2018
519,Five Seasons: The Gardens of Piet Oudolf,"$119,223",Jun 13,"Argot Pictures

",2018
520,Till The End Of The World,"$118,660",Feb 2,"China Lion Film Distribution

",2018
521,The Great Buster,"$118,344",Oct 5,"Cohen Media Group

",2018
522,Bisbee '17,"$117,470",Sep 5,"4th Row Films

",2018
523,Ryuichi Sakamoto: Coda,"$117,460",Jul 6,"MUBI

",2018
524,George Takei's Allegiance2018 Re-release,"$117,162",Dec 11,"Fathom Events

",2018
525,Capernaum,"$1,661,096",Dec 14,"Sony Pictures Classics

",2018
526,Wings of Desire2018 Re-release,"$123,830",Oct 19,"Janus Films

",2018
527,Gonjiam: Haunted Asylum,"$115,252",Apr 13,"Well Go USA Entertainment

",2018
528,Mantra: Sounds Into Silence,"$115,013",Apr 20,"GathrFilms

",2018
529,Nostalgia,"$114,603",Feb 16,"Bleecker Street Media

",2018
530,Bodied,"$113,956",Nov 2,"Neon

",2018
531,Hymn: Sarah Brightman In Concert,"$113,274",Nov 8,"Fathom Events

",2018
532,A Boy. A Girl. A Dream.,"$112,552",Sep 14,"The Samuel Goldwyn Company

",2018
533,The Dawn Wall,"$112,191",Sep 14,"The Orchard

",2018
534,A Chance in the World - Premiere,"$112,007",May 30,"Fathom Events

",2018
535,The World Before Your Feet,"$268,644",Nov 21,"Greenwich Entertainment

",2018
536,"Roman J. Israel, Esq.","$11,962,778",Nov 17,"Sony Pictures Releasing

",2018
537,Amazing Grace,"$4,450,456",Dec 7,"Neon

",2018
538,The Negotiation,"$110,986",Sep 21,"CJ Entertainment

",2018
539,Lu Over the Wall,"$109,857",May 11,"GKIDS

",2018
540,The Captain,"$109,226",Jul 27,"Music Box Films

",2018
541,Mary Shelley,"$108,900",May 25,"IFC Films

",2018
542,Deep Sea,"$46,405,110",Mar 3,"Warner Bros.

",2018
543,National Theatre Live: Julius Caesar,"$107,057",Mar 22,"Fathom Events

",2018
544,"Love, Cecil","$106,057",Jun 29,"Zeitgeist Films

",2018
545,In Between,"$107,977",Jan 5,"Film Movement

",2018
546,Never Heard,"$105,271",Nov 1,"Fathom Events

",2018
547,Sweet Country,"$104,297",Apr 6,"The Samuel Goldwyn Company

",2018
548,Namaste England,"$104,156",Oct 19,"Eros International

",2018
549,Detective K: Secret of the Living Dead,"$104,013",Feb 16,"Well Go USA Entertainment

",2018
550,Memoir of War,"$103,636",Aug 17,"Music Box Films

",2018
551,Happy Phirr Bhag Jayegi,"$103,385",Aug 24,"Eros International

",2018
552,Ismael's Ghosts,"$102,510",Mar 23,"Magnolia Pictures

",2018
553,Revenge,"$102,091",May 11,"Neon

",2018
554,Andrei Rublev2018 Re-release,"$102,021",Aug 24,"Janus Films

",2018
555,Unstoppable,"$101,417",Nov 30,"Well Go USA Entertainment

",2018
556,The Man Who Invented Christmas,"$5,676,486",Nov 22,"Bleecker Street Media

",2018
557,All About Nina,"$100,335",Sep 28,"The Orchard

",2018
558,Filmworker,"$102,609",May 11,"Kino Lorber

",2018
559,Meow Wolf: Origin Story,"$99,488",Nov 29,"Fathom Events

",2018
560,Big Sonia,"$212,471",Nov 17,"Argot Pictures

",2018
561,National Theatre Live: Macbeth,"$97,857",May 17,"Fathom Events

",2018
562,Champion,"$97,472",May 11,"Well Go USA Entertainment

",2018
563,Wonder Wheel,"$1,404,061",Dec 1,"Amazon Studios

",2018
564,Godspeed: The Race Across America,"$96,690",May 22,"Fathom Events

",2018
565,El Angel,"$109,608",Nov 9,"The Orchard

",2018
566,Golden Slumber,"$94,450",Feb 16,"CJ Entertainment

",2018
567,Let the Corpses Tan,"$93,409",Aug 31,"Kino Lorber

",2018
568,Reign of Judges: Title of Liberty - Concept Short,"$93,224",Mar 15,-,2018
569,The Breadwinner,"$312,381",Nov 17,"GKIDS

",2018
570,BANDSTAND: The Broadway Musical on Screen2018 Re-release,"$91,000",Nov 15,"Fathom Events

",2018
571,John McEnroe: In the Realm of Perfection,"$90,964",Aug 22,"Oscilloscope

",2018
572,Running for Grace,"$89,988",Jul 20,"Blue Fox Entertainment

",2018
573,Airpocalypse,"$105,678",Dec 21,"China Lion Film Distribution

",2018
574,Cat on a Hot Tin Roof,"$89,332",Feb 22,"Fathom Events

",2018
575,The Third Murder,"$89,315",Jul 20,"Film Movement

",2018
576,Bolshoi Ballet: Swan Lake,"$88,905",Jul 23,"Fathom Events

",2018
577,Goldstone2018 Re-release,"$87,639",Mar 2,"Lightyear Entertainment

",2018
578,The Price of Everything,"$87,400",Oct 19,"Home Box Office (HBO)

",2018
579,Lobster Cop,"$85,693",Jun 22,"China Lion Film Distribution

",2018
580,Big Brother,"$85,624",Aug 31,"Well Go USA Entertainment

",2018
581,How To Talk To Girls at Parties,"$84,809",May 25,"A24

",2018
582,Stan & Ollie,"$5,470,235",Dec 28,"Sony Pictures Classics

",2018
583,Custody,"$83,882",Jun 29,"Kino Lorber

",2018
584,National Theatre Live: Antony & Cleopatra,"$83,672",Dec 6,"Fathom Events

",2018
585,Claire's Camera,"$83,418",Mar 9,"The Cinema Guild

",2018
586,Blood Fest,"$82,774",Aug 14,"Fathom Events

",2018
587,Doctor Who: The Woman Who Fell to Earth,"$82,698",Oct 10,"Fathom Events

",2018
588,Godard Mon Amour,"$82,264",Apr 20,"Cohen Media Group

",2018
589,Yuri!!! On Ice,"$81,878",Oct 13,"Fathom Events

",2018
590,Nancy,"$80,115",Jun 8,"The Samuel Goldwyn Company

",2018
591,En el séptimo día,"$79,887",Jun 8,"The Cinema Guild

",2018
592,Have a Nice Day,"$79,393",Jan 26,"Strand Releasing

",2018
593,The Princess and the Matchmaker,"$78,900",Mar 9,"CJ Entertainment

",2018
594,The Boxcar Children - Surprise Island,"$78,676",May 8,"Fathom Events

",2018
595,Shock and Awe,"$77,980",Jul 13,"Vertical Entertainment

",2018
596,Hold Your Breath,"$77,987",Aug 10,"Entertainment One

",2018
597,93Queen,"$76,056",Jul 25,"Abramorama

",2018
598,The Brawler,"$75,929",Jan 12,"Eros International

",2018
599,The Riot Act,"$75,506",Sep 14,"Hannover House

",2018
600,Keys To The Heart,"$75,134",Jan 26,"CJ Entertainment

",2018
601,Tehran Taboo,"$74,758",Feb 14,"Kino Lorber

",2018
602,Above and Beyond: NASA's Journey to Tomorrow,"$74,711",Sep 29,"Fathom Events

",2018
603,After Auschwitz,"$73,885",Apr 14,-,2018
604,Bye Bye Germany,"$73,730",Apr 13,"Film Movement

",2018
605,The Last Suit,"$73,548",Mar 23,"Outsider Films

",2018
606,"Nico, 1988","$73,304",Aug 1,"Magnolia Pictures

",2018
607,Becoming Astrid,"$120,486",Nov 23,"Music Box Films

",2018
608,Helicopter Eela,"$71,971",Oct 12,"Eros International

",2018
609,Tom of Finland,"$378,296",Oct 13,"Kino Lorber

",2018
610,Namiya,"$70,814",Jan 5,"China Lion Film Distribution

",2018
611,The Fog2018 Re-release,"$70,421",Oct 26,"Rialto Pictures

",2018
612,Wastelander,"$70,045",Jan 12,"Indican Pictures

",2018
613,Parchi,"$69,431",Jan 12,"Atlas Distribution Company

",2018
614,The House That Jack Built2018 Re-release,"$87,993",Dec 14,"IFC Films

",2018
615,Outside In,"$68,492",Mar 30,"The Orchard

",2018
616,Where Hands Touch,"$67,743",Sep 14,"Vertical Entertainment

",2018
617,Under the Tree,"$67,596",Jul 6,"Magnolia Pictures

",2018
618,Making the Five Heartbeats,"$67,415",Aug 27,"Fathom Events

",2018
619,The Doctor from India,"$67,136",Apr 20,"Zeitgeist Films

",2018
620,Chef Flynn,"$68,407",Nov 9,"Kino Lorber

",2018
621,"3100, Run and Become","$65,524",Aug 17,-,2018
622,Beuys,"$65,410",Jan 17,"Kino Lorber

",2018
623,Feng Shui,"$64,147",Sep 21,"CJ Entertainment

",2018
624,Liz and the Blue Bird,"$63,204",Nov 2,"Eleven Arts

",2018
625,The Gardener,"$62,734",Mar 30,"Gravitas Ventures

",2018
626,Never Goin' Back,"$61,271",Aug 3,"A24

",2018
627,Walk With Me,"$726,726",Aug 11,"GathrFilms

",2018
628,Viper Club,"$60,607",Oct 26,"Roadside Attractions

",2018
629,Where Is Kyra?,"$59,717",Apr 6,"Great Point Media

",2018
630,Bomb City,"$59,329",Feb 9,"Gravitas Ventures

",2018
631,DIGIMON ADVENTURE tri.: Loss,"$59,114",Feb 1,"Fathom Events

",2018
632,"Westwood: Punk, Icon, Activist","$58,979",Jun 8,"Greenwich Entertainment

",2018
633,A Kid Like Jake,"$58,403",Jun 1,"IFC Films

",2018
634,My Friend Dahmer,"$1,361,611",Nov 3,"FilmRise

",2018
635,In Search of Greatness,"$58,090",Nov 2,-,2018
636,Cynthia,"$58,177",Aug 31,"Indican Pictures

",2018
637,Woman Walks Ahead,"$57,528",Jun 29,"A24

",2018
638,Black '47,"$57,520",Sep 28,"IFC Films

",2018
639,"Monrovia, Indiana","$63,944",Oct 26,"Zipporah Films

",2018
640,Bhavesh Joshi Superhero,"$57,376",Jun 1,"Eros International

",2018
641,Ramen Heads,"$57,345",Mar 16,"FilmBuff

",2018
642,Django,"$56,556",Jan 5,"Under The Milky Way

",2018
643,American Dream: Detroit,"$55,092",May 15,"Fathom Events

",2018
644,DAZN Boxing: Canelo Alvarez vs. Rocky Fielding,"$54,916",Dec 15,"Fathom Events

",2018
645,Digimon Adventure Tri. 6: Future,"$54,324",Sep 20,"Fathom Events

",2018
646,The Great Silence,"$53,074",Mar 30,"Film Movement

",2018
647,Twiceland,"$52,874",Dec 7,"CJ Entertainment

",2018
648,Digimon Adventure Tri. 5: Coexistence,"$52,339",May 10,"Fathom Events

",2018
649,Before We Vanish,"$52,087",Feb 2,-,2018
650,The Snowman Trek,"$51,743",May 17,"Fathom Events

",2018
651,Wanda2018 Re-release,"$51,713",Jul 20,"Janus Films

",2018
652,I Am Not A Witch,"$50,868",Sep 7,"Film Movement

",2018
653,The Royal Wedding: Prince Harry and Meghan Markle,"$50,264",May 19,"Fathom Events

",2018
654,Jumanji/Jumanji: Welcome to the Jungle2018 NCM Fathom Event,"$49,381",Jun 10,"Fathom Events

",2018
655,Hal,"$48,698",Sep 7,"Oscilloscope

",2018
656,The China Hustle,"$48,650",Mar 30,"Magnolia Pictures

",2018
657,350 Days - Legends. Champions. Survivors,"$47,526",Jul 12,"Fathom Events

",2018
658,Bigger,"$46,382",Oct 12,"Freestyle Releasing

",2018
659,Racer and the Jailbird,"$46,337",May 4,-,2018
660,Summer in the Forest,"$45,542",Mar 23,"Abramorama

",2018
661,Wait for Your Laugh,"$73,585",Nov 3,"Vitagraph Films

",2018
662,Rodin2017 Re-release,"$44,261",Jun 1,"Cohen Media Group

",2018
663,The Sacrifice2017 Re-release,"$61,018",Oct 20,"Kino Lorber

",2018
664,What Will People Say,"$44,156",Jul 13,"Kino Lorber

",2018
665,Garry Winogrand: All Things are Photographable,"$44,002",Sep 19,"Greenwich Entertainment

",2018
666,Hitler's Hollywood,"$43,766",Apr 11,"Kino Lorber

",2018
667,Antonio Lopez 1970: Sex Fashion & Disco,"$43,169",Sep 14,"Film Movement

",2018
668,Indian Horse,"$2,097,362",Apr 13,"Elevation Pictures

",2018
669,First We Take Brooklyn,"$42,812",Feb 9,-,2018
670,A Ciambra,"$41,934",Jan 19,"IFC Films

",2018
671,Golden Exits,"$41,888",Feb 9,"Vertical Entertainment

",2018
672,Western,"$41,072",Feb 16,"The Cinema Guild

",2018
673,Humor Me,"$40,099",Jan 12,"Shout! Factory

",2018
674,Submission,"$39,985",Mar 2,"Great Point Media

",2018
675,Mamma Mia!2018 Re-release,"$39,601",Nov 4,"Fathom Events

",2018
676,Araby,"$38,399",Jun 22,"Grasshopper Film

",2018
677,Gray Matter,"$38,034",May 18,"Indican Pictures

",2018
678,The Heart of Nuba,"$37,788",Apr 6,"Abramorama

",2018
679,Oolong Courtyard: KungFu School,"$37,727",Aug 24,"China Lion Film Distribution

",2018
680,Krystal,"$37,516",Apr 13,"Paladin

",2018
681,"Hale County This Morning, This Evening","$112,282",Sep 14,"The Cinema Guild

",2018
682,The Other Side of Hope,"$183,943",Dec 1,"Janus Films

",2018
683,Girls vs Gangsters,"$37,115",Mar 9,"Well Go USA Entertainment

",2018
684,Breath,"$37,108",Jun 1,"FilmRise

",2018
685,Small Group,"$37,058",Oct 18,"GathrFilms

",2018
686,Searching for Ingmar Bergman,"$36,686",Nov 2,"Oscilloscope

",2018
687,Mind Game,"$36,613",Feb 16,"GKIDS

",2018
688,Divide and Conquer: The Story of Roger Ailes,"$38,510",Dec 7,"Magnolia Pictures

",2018
689,Le Corbeau,"$36,089",Apr 20,"Rialto Pictures

",2018
690,The House of Tomorrow,"$35,821",Apr 27,"Shout! Factory

",2018
691,The Big Bad Fox and Other Tales2017 Re-release,"$35,787",Mar 8,"GKIDS

",2018
692,The Road Movie,"$35,757",Jan 19,"Oscilloscope

",2018
693,À tous ceux qui ne me lisent pas,"$36,506",Nov 23,"Entertainment One

",2018
694,Just Getting Started,"$6,069,605",Dec 8,"Broad Green Pictures

",2018
695,24 Frames,"$34,482",Feb 2,"Janus Films

",2018
696,Space Station 3D,"$93,380,168",Apr 19,"IMAX

",2018
697,Holy Hell,"$34,366",Jul 20,"Indican Pictures

",2018
698,Maui,"$33,953",Apr 13,"GathrFilms

",2018
699,"No Date, No Signature","$36,444",Aug 1,"Distrib Films

",2018
700,Sollers Point,"$32,608",May 11,"Oscilloscope

",2018
701,BPM (Beats Per Minute),"$125,189",Oct 20,"The Orchard

",2018
702,Liyana,"$44,045",Oct 10,"Abramorama

",2018
703,Goodland,"$32,140",May 11,"Parade Deck Films

",2018
704,Moynihan,"$31,970",Oct 3,"First Run

",2018
705,Saving Brinton,"$56,218",Sep 17,-,2018
706,Good Manners,"$31,177",Jul 27,"Distrib Films

",2018
707,Poor Boy,"$31,031",Jul 13,"Indican Pictures

",2018
708,Galapagos,"$18,630,372",Oct 29,"IMAX

",2018
709,Cold Water,"$30,209",Apr 27,"Janus Films

",2018
710,The Desert Bride,"$30,110",May 4,"Strand Releasing

",2018
711,Desolation,"$18,490",Jan 26,"Parade Deck Films

",2018
712,Memories of Underdevelopment2018 Re-release,"$29,647",Jan 12,"Janus Films

",2018
713,Same Kind of Different as Me,"$6,423,605",Oct 20,"Pure Flix Entertainment

",2018
714,The Mercy2018 Re-release,"$29,538",Nov 30,"Screen Media Films

",2018
715,Charm City,"$29,335",Oct 12,"PBS Distribution

",2018
716,Restoring Tomorrow,"$28,556",Nov 13,"Fathom Events

",2018
717,The Apparition,"$28,293",Sep 7,"Music Box Films

",2018
718,On Her Shoulders,"$28,288",Oct 19,"Oscilloscope

",2018
719,Quai des Orfèvres2018 Re-release,"$28,013",Apr 13,"Rialto Pictures

",2018
720,The Amendment,"$27,961",Apr 12,"Fathom Events

",2018
721,Horn from the Heart: The Paul Butterfield Story,"$58,597",Oct 17,"Abramorama

",2018
722,Senso,"$27,723",Oct 26,"Rialto Pictures

",2018
723,The Cured,"$26,630",Feb 23,"IFC Films

",2018
