,Movie Title,Total Gross,Release Date,Production Company,Year
365,Wakefield,"$262,599",May 19,"IFC Films

",2017
366,"I, Daniel Blake","$260,354",Jun 2,"IFC Films

",2017
367,Cezanne et Moi,"$257,597",Mar 31,"Magnolia Pictures

",2017
368,Dean,"$254,536",Jun 2,"CBS Films

",2017
369,Gook,"$250,130",Aug 18,"The Samuel Goldwyn Company

",2017
370,Sarkar 3,"$249,588",May 12,"Eros International

",2017
371,Band Aid,"$248,370",Jun 2,"IFC Films

",2017
372,Black Butler: Book of the Atlantic,"$248,286",Jun 12,"FUNimation Entertainment

",2017
373,1945,"$1,006,193",Nov 1,"Menemsha Films

",2017
374,The Swindlers,"$241,916",Dec 1,"Well Go USA Entertainment

",2017
375,The Ottoman Lieutenant,"$240,978",Mar 10,"Paladin

",2017
376,Crown Heights,"$238,558",Aug 18,"IFC Films

",2017
377,American Satan,"$237,708",Oct 13,"Sumerian Films

",2017
378,Little Shop of Horrors2017 Re-release,"$233,865",Oct 27,"Fathom Events

",2017
379,Jeremiah Tower: The Last Magnificent,"$228,153",Apr 21,"The Orchard

",2017
380,The Breadwinner,"$312,381",Nov 17,"GKIDS

",2017
381,California Typewriter,"$218,563",Aug 18,"Gravitas Ventures

",2017
382,Railroad Tigers,"$218,044",Jan 6,"Well Go USA Entertainment

",2017
383,All I See Is You,"$217,644",Oct 27,"Open Road Films (II)

",2017
384,The Adventurers,"$216,556",Aug 18,"Well Go USA Entertainment

",2017
385,Truman,"$210,840",Apr 7,"FilmRise

",2017
386,Donnie Darko2016 Re-release,"$207,971",Mar 31,"Arrow Films

",2017
387,The Prison,"$207,481",Mar 31,"Well Go USA Entertainment

",2017
388,Rumble: The Indians Who Rocked The World,"$226,006",May 18,"Kino Lorber

",2017
389,Hubble 3D,"$52,507,086",Mar 19,"Warner Bros.

",2017
390,Risk,"$200,219",May 5,"Neon

",2017
391,Spark: A Space Tail,"$196,458",Apr 14,"Open Road Films (II)

",2017
392,Almost Christmas,"$42,158,780",Nov 11,"Universal Pictures

",2017
393,Embrace: The Documentary,"$629,126",Sep 19,"GathrFilms

",2017
394,The Fortress,"$252,895",Oct 6,"CJ Entertainment

",2017
395,Whose Streets?,"$182,799",Aug 11,"Magnolia Pictures

",2017
396,The Bad Batch,"$180,851",Jun 23,"Neon

",2017
397,Marjorie Prime,"$180,608",Aug 18,"FilmRise

",2017
398,Past Life,"$180,099",Jun 2,"Orion Pictures

",2017
399,Take Every Wave: The Life of Laird Hamilton,"$176,076",Sep 29,"IFC Films

",2017
400,Graduation,"$175,975",Apr 7,"IFC Films

",2017
401,Champion,"$175,232",May 19,"ArtAffects Entertainment

",2017
402,Mr. Gaga: A True Story of Love and Dance,"$173,994",Feb 1,"Abramorama

",2017
403,In This Corner of the World,"$172,147",Aug 11,"FUNimation Entertainment

",2017
404,David Lynch: The Art Life,"$171,419",Mar 31,"Janus Films

",2017
405,9/11,"$170,000",Sep 8,"Atlas Distribution Company

",2017
406,Valley of Bones,"$168,738",Sep 1,-,2017
407,"Polina, danser sa vie","$165,203",Aug 25,"Oscilloscope

",2017
408,13 Minutes2015 Re-release,"$161,531",Jun 30,"Sony Pictures Classics

",2017
409,Manifesto,"$161,101",May 10,"FilmRise

",2017
410,3 Generations,"$155,936",May 5,"The Weinstein Company

",2017
411,The Journey,"$155,475",Jun 16,"IFC Films

",2017
412,Endless Poetry,"$153,440",Jul 14,"ABKCO Films

",2017
413,Bombshell: The Hedy Lamarr Story,"$820,300",Nov 24,"Zeitgeist Films

",2017
414,Ex Libris: New York Public Library,"$158,192",Sep 13,"Zipporah Films

",2017
415,The Void,"$151,042",Apr 7,"Screen Media Films

",2017
416,The Unknown Girl,"$150,549",Sep 8,"IFC Films

",2017
417,Blade of the Immortal,"$150,532",Nov 3,"Magnolia Pictures

",2017
418,Jack Reacher: Never Go Back,"$58,697,076",Oct 21,"Paramount Pictures

",2017
419,Restless Creature: Wendy Whelan,"$147,780",May 23,"Abramorama

",2017
420,The Ex-File 3: The Return of The Exes,"$838,959",Dec 29,"China Lion Film Distribution

",2017
421,The Last Dalai Lama?,"$145,524",Jul 7,"Matson Films

",2017
422,A Man Called Ove,"$3,479,315",Sep 30,"Music Box Films

",2017
423,Irving Berlin's Holiday Inn The Broadway Musical,"$144,550",Nov 16,"Fathom Events

",2017
424,Chavela,"$148,666",Oct 4,"Music Box Films

",2017
425,Lupin the 3rd: Castle of Cagliostro2017 Re-release,"$142,425",Sep 8,"Eleven Arts

",2017
426,The Other Side of Hope,"$183,943",Dec 1,"Janus Films

",2017
427,The Handmaiden,"$2,006,788",Oct 21,"Magnolia Pictures

",2017
428,"Hare Krishna! The Mantra, the Movement and the Swami Who Started It","$133,006",Jun 16,"Abramorama

",2017
429,Dawson City: Frozen Time,"$132,369",Oct 2,"Kino Lorber

",2017
430,Thelma,"$147,391",Nov 10,"The Orchard

",2017
431,Things to Come,"$388,140",Dec 2,"IFC Films

",2017
432,Moka,"$129,547",Jun 14,"Film Movement

",2017
433,City of Ghosts,"$128,015",Jul 7,"IFC Films

",2017
434,Marie Curie: The Courage of Knowledge,"$127,986",Jun 30,-,2017
435,The B-Side: Elsa Dorfman's Portrait Photography,"$125,227",Jun 30,"Neon

",2017
436,Buena Vista Social Club: Adios,"$123,445",May 26,"Broad Green Pictures

",2017
437,Explosion,"$122,700",Nov 24,"China Lion Film Distribution

",2017
438,Inferno,"$34,343,574",Oct 28,"Sony Pictures Releasing

",2017
439,The Thousand Faces of Dunjia,"$122,865",Dec 15,"Well Go USA Entertainment

",2017
440,Our Time Will Come,"$114,560",Jul 7,"China Lion Film Distribution

",2017
441,Big Sonia,"$212,471",Nov 17,"Argot Pictures

",2017
442,"We Love You, Sally Carmichael!","$113,435",Aug 4,"Purdie Distribution

",2017
443,Abacus: Small Enough to Jail,"$113,278",May 19,"PBS Distribution

",2017
444,The King's Choice,"$113,231",Sep 22,"The Samuel Goldwyn Company

",2017
445,The Trouble with Terkel,"$110,289",Feb 3,"Indican Pictures

",2017
446,Reset2017 Re-release,"$108,970",Jun 30,"Well Go USA Entertainment

",2017
447,Slack Bay,"$112,621",Mar 10,"Kino Lorber

",2017
448,SEED: The Untold Story,"$207,825",Aug 22,-,2017
449,Like Crazy,"$107,362",May 5,"Strand Releasing

",2017
450,Fabricated City,"$104,874",Feb 24,"CJ Entertainment

",2017
451,The Bolshoi Ballet: Live From Moscow - A Hero of Our Time,"$104,837",Apr 9,"Fathom Events

",2017
452,Walking Out,"$101,947",Oct 5,"IFC Films

",2017
453,The Lure,"$101,657",Feb 1,"Janus Films

",2017
454,Some Like It Hot,"$100,026",Jan 13,"China Lion Film Distribution

",2017
455,Munna Michael,"$99,629",Jul 21,"Eros International

",2017
456,"Tim Timmerman, Hope of America","$97,727",Mar 2,"Purdie Distribution

",2017
457,Poster Boys,"$97,049",Sep 8,"Sony Pictures Releasing

",2017
458,The Mayor2017 Re-release,"$96,777",Apr 28,"Well Go USA Entertainment

",2017
459,Score: A Film Music Documentary,"$101,382",Jun 16,"Gravitas Ventures

",2017
460,Keep Watching,"$94,178",Oct 31,"Screen Gems

",2017
461,The Fencer2016 Re-release,"$95,952",Jul 21,"CFI Releasing

",2017
462,Sully,"$125,070,033",Sep 9,"Warner Bros.

",2017
463,BPM (Beats Per Minute),"$125,189",Oct 20,"The Orchard

",2017
464,Aida's Secrets,"$98,468",Oct 20,"Music Box Films

",2017
465,Memoir of a Murderer,"$91,335",Sep 8,"Well Go USA Entertainment

",2017
466,The King's Case Note,"$90,959",Apr 28,"CJ Entertainment

",2017
467,Because of Grácia,"$90,878",Sep 15,"ArtAffects Entertainment

",2017
468,Dina,"$90,503",Oct 6,"The Orchard

",2017
469,Night of the Living Dead,"$89,029",Oct 13,"Janus Films

",2017
470,Hostiles,"$29,819,114",Dec 22,"Entertainment Studios Motion Pictures

",2017
471,Warriors of the Dawn,"$84,532",Jun 16,"FIP

",2017
472,Chapter & Verse,"$84,147",Feb 3,"Paladin

",2017
473,Space Station 3D,"$93,380,168",Apr 19,"IMAX

",2017
474,Earth: One Amazing Day,"$81,345",Oct 6,"BBC Worldwide North America

",2017
475,The Nile Hilton Incident,"$81,089",Aug 11,"Strand Releasing

",2017
476,Ocean Waves,"$87,738",Dec 28,"GKIDS

",2017
477,Stefan Zweig: Farewell to Europe2017 Re-release,"$78,372",May 12,"First Run

",2017
478,Harold and Lillian: A Hollywood Love Story,"$78,301",Apr 28,"Zeitgeist Films

",2017
479,Pop Aye,"$77,976",Jun 28,"Kino Lorber

",2017
480,The Wasted Times,"$386,540",Dec 16,"China Lion Film Distribution

",2017
481,Te Ata,"$73,236",Sep 29,"Paladin

",2017
482,Buster's Mal Heart,"$73,121",Apr 28,"Well Go USA Entertainment

",2017
483,Bad Santa 2,"$17,782,178",Nov 23,"Broad Green Pictures

",2017
484,Turn It Around: The Story of East Bay Punk,"$69,787",Jul 28,"Abramorama

",2017
485,Bill Nye: Science Guy,"$74,909",Oct 27,"PBS Distribution

",2017
486,My Entire High School Sinking Into the Sea,"$68,883",Apr 14,"GKIDS

",2017
487,To the Arctic 3D,"$14,554,597",Apr 20,"Warner Bros.

",2017
488,Alive and Kicking,"$68,485",Apr 7,"Magnolia Pictures

",2017
489,The Love Witch,"$228,894",Nov 11,"Oscilloscope

",2017
490,Architects of Denial,"$65,424",Oct 6,"Dada Films

",2017
491,The Teacher,"$64,437",Aug 30,"Film Movement

",2017
492,The Tiger Hunter,"$62,398",Sep 22,"Shout! Factory

",2017
493,Tragedy Girls,"$61,899",Oct 20,"Gunpowder & Sky

",2017
494,Donald Cried,"$61,406",Mar 3,"The Orchard

",2017
495,Worlds Apart,"$60,298",Jan 13,"Cinema Libre Studio

",2017
496,Manolo: the Boy Who Made Shoes for Lizards,"$60,056",Sep 15,"Music Box Films

",2017
497,Bang! The Bert Berns Story,"$59,299",Apr 26,"Abramorama

",2017
498,The Boom,"$57,962",Jun 16,"Rialto Pictures

",2017
499,Tomorrow,"$62,510",Mar 10,"Under The Milky Way

",2017
500,Happy End,"$301,718",Dec 22,"Sony Pictures Classics

",2017
501,The Brand New Testament,"$127,910",Dec 9,"Music Box Films

",2017
502,Fire at Sea,"$120,933",Sep 18,"Kino Lorber

",2017
503,Extraordinary Mission,"$54,174",Apr 7,-,2017
504,God of War,"$53,000",Jun 2,"Well Go USA Entertainment

",2017
505,The Paris Opera,"$55,482",Oct 18,"Film Movement

",2017
506,The Divine Order,"$76,277",Oct 27,"Zeitgeist Films

",2017
507,My Journey Through French Cinema,"$52,214",Jun 23,"Cohen Media Group

",2017
508,Beautiful Accident,"$51,766",Jun 2,"China Lion Film Distribution

",2017
509,Tickling Giants,"$51,499",Mar 17,-,2017
510,The Ornithologist,"$50,511",Jun 23,"Strand Releasing

",2017
511,I Called Him Morgan,"$128,986",Mar 24,"Submarine Deluxe

",2017
512,Person to Person,"$48,499",Jul 28,"Magnolia Pictures

",2017
513,Napping Princess,"$48,198",Sep 8,"GKIDS

",2017
514,Tampopo,"$224,097",Oct 21,"Janus Films

",2017
515,From the Land of the Moon2016 Re-release,"$47,748",Jul 28,"IFC Films

",2017
516,So B. It,"$47,627",Oct 6,"Good Deed Entertainment

",2017
517,Twenty Two2017 Re-release,"$46,796",Sep 8,"China Lion Film Distribution

",2017
518,The Force,"$59,912",Jul 14,"Kino Lorber

",2017
519,Saving Banksy,"$47,965",Jan 13,"Parade Deck Films

",2017
520,Panique,"$46,041",Jan 20,"Rialto Pictures

",2017
521,"Léon Morin, Priest2017 Re-release","$44,511",May 12,"Rialto Pictures

",2017
522,Just One Drop,"$60,078",Sep 22,"GathrFilms

",2017
523,The Death of Louis XIV,"$43,635",Mar 31,"The Cinema Guild

",2017
524,Hermia & Helena,"$43,152",May 26,"Kino Lorber

",2017
525,Bluebeard,"$43,144",Mar 17,"Well Go USA Entertainment

",2017
526,Woodshock,"$42,603",Sep 22,"A24

",2017
527,Maurice2017 Re-release,"$45,926",May 19,"Cohen Media Group

",2017
528,One Week and a Day,"$41,614",Apr 28,"Oscilloscope

",2017
529,The Settlers,"$41,562",Mar 3,"Matson Films

",2017
530,Seasons,"$150,092",Nov 25,"Music Box Films

",2017
531,Karl Marx City,"$41,072",Mar 29,"Bond/360

",2017
532,Unrest,"$40,081",Sep 22,-,2017
533,The Commune,"$38,737",May 19,"Magnolia Pictures

",2017
534,I Am the Blues,"$37,849",Jul 12,"Film Movement

",2017
535,78/52: Hitchcock's Shower Scene,"$37,664",Oct 13,"IFC Films

",2017
536,A Woman's Life,"$37,626",May 5,"Kino Lorber

",2017
537,School Life,"$37,381",Sep 8,"Magnolia Pictures

",2017
538,The Edge of Seventeen,"$14,431,633",Nov 18,"STX Entertainment

",2017
539,Heart Blackened,"$37,047",Nov 10,"CJ Entertainment

",2017
540,Quest,"$47,807",Dec 1,"First Run

",2017
541,Growing Up Smith,"$35,312",Feb 3,"Good Deed Entertainment

",2017
542,Sophie and the Rising Sun,"$34,630",Jan 20,"Monterey Media

",2017
543,Rat Film,"$35,195",Sep 15,"The Cinema Guild

",2017
544,Le Trou,"$34,588",Jun 28,"Rialto Pictures

",2017
545,Dave Made a Maze,"$34,117",Aug 18,"Gravitas Ventures

",2017
546,Afterimage,"$33,443",May 19,"Film Movement

",2017
547,Wasted! The Story of Food Waste,"$33,211",Oct 13,-,2017
548,Love & Taxes,"$33,150",Mar 3,"Abramorama

",2017
549,Alone in Berlin,"$33,125",Jan 13,"IFC Films

",2017
550,Super Dark Times,"$33,109",Sep 29,"The Orchard

",2017
551,Sidemen: Long Road to Glory,"$31,399",Aug 18,"Abramorama

",2017
552,7 Witches,"$31,100",Apr 21,"Indican Pictures

",2017
553,XX,"$30,911",Feb 17,"Magnolia Pictures

",2017
554,No Greater Love,"$30,247",Nov 10,"Atlas Distribution Company

",2017
555,Dealt,"$30,414",Oct 20,"IFC Films

",2017
556,On the Beach at Night Alone,"$37,489",Nov 17,"The Cinema Guild

",2017
557,Deep Sea,"$46,405,110",Mar 3,"Warner Bros.

",2017
558,In Pursuit of Silence,"$29,834",Jun 23,"The Cinema Guild

",2017
559,Uncertain,"$29,736",Mar 6,-,2017
560,Signature Move,"$31,551",Sep 29,"Newcity

",2017
561,Lemon,"$29,258",Aug 18,"Magnolia Pictures

",2017
562,False Confessions,"$29,245",Jul 14,"Big World Pictures

",2017
563,Berlin Syndrome,"$28,660",May 26,"Vertical Entertainment

",2017
564,Brimstone & Glory,"$32,059",Oct 27,"Oscilloscope

",2017
565,Wait for Your Laugh,"$73,585",Nov 3,"Vitagraph Films

",2017
566,Mali Blues,"$26,950",Feb 13,"Icarus Films

",2017
567,Marius/Fanny/César,"$24,787",Jan 4,"Janus Films

",2017
568,Ribbons,"$27,959",Sep 22,"Indican Pictures

",2017
569,Radio Dreams,"$27,836",May 19,"Matson Films

",2017
570,The Villainess,"$27,741",Aug 25,"Well Go USA Entertainment

",2017
571,The Untamed,"$27,593",Jul 21,"Strand Releasing

",2017
572,The Crime of Monsieur Lange,"$36,438",Nov 17,"Rialto Pictures

",2017
573,30 Years of Garbage: The Garbage Pail Kids Story,"$27,739",Aug 11,"Indican Pictures

",2017
574,Nocturama,"$30,157",Aug 11,"Grasshopper Film

",2017
575,They Call us Monsters,"$26,080",Jan 9,"Matson Films

",2017
576,Bronx Gothic,"$27,151",Jul 14,"Grasshopper Film

",2017
577,The Old Dark House,"$25,678",Oct 27,"Cohen Media Group

",2017
578,Saving Brinton,"$56,218",Sep 17,-,2017
579,Spettacolo,"$32,494",Sep 8,"Grasshopper Film

",2017
580,Paradise2017 Re-release,"$24,749",Nov 17,"Carusel

",2017
581,The Departure,"$24,662",Oct 13,"Matson Films

",2017
582,Naples '44,"$24,620",Nov 29,"First Run

",2017
583,Jasmine,"$24,248",Jun 16,"Indican Pictures

",2017
584,Simple Creature,"$23,918",Aug 5,"Indican Pictures

",2017
585,Queen of Katwe,"$8,874,389",Sep 23,"Walt Disney Studios Motion Pictures

",2017
586,"A Woman, a Part","$23,562",Mar 22,"Strand Releasing

",2017
587,For Ahkeem,"$23,136",Oct 13,"Vitagraph Films

",2017
588,Finding Oscar,"$23,116",Apr 14,"FilmRise

",2017
589,The Grace of Jake,"$23,078",Feb 3,"Indican Pictures

",2017
590,The Recall,"$22,943",Jun 2,"Freestyle Releasing

",2017
591,My Scientology Movie,"$22,936",Mar 10,"Magnolia Pictures

",2017
592,Una,"$22,815",Oct 6,"Eammon Films

",2017
593,Paradise Club,"$22,381",Sep 8,"Indican Pictures

",2017
594,The Transfiguration,"$22,091",Apr 7,"Strand Releasing

",2017
595,The Lucky Man,"$25,015",Dec 21,"Indican Pictures

",2017
596,Bending the Arc,"$21,907",Oct 6,"Abramorama

",2017
597,The Passion of Joan of Arc,"$21,877",Nov 24,"Janus Films

",2017
598,The Girl Without Hands,"$21,787",Jul 21,"GKIDS

",2017
599,Trophy,"$21,439",Sep 8,"The Orchard

",2017
600,God Knows Where I Am,"$21,135",Mar 31,"Bond/360

",2017
601,Massacre on Aisle 12,"$21,106",Jan 27,"Indican Pictures

",2017
602,A Beginner's Guide to Snuff,"$21,031",Jun 23,"Indican Pictures

",2017
603,Whisky Galore,"$20,991",May 12,"Arrow Films

",2017
604,Man Underground,"$20,907",Jul 14,"Indican Pictures

",2017
605,All These Sleepless Nights,"$20,762",Apr 7,"The Orchard

",2017
606,The Blackcoat's Daughter,"$20,435",Mar 31,"A24

",2017
607,RV: Resurrected Victims,"$20,374",Oct 20,"Well Go USA Entertainment

",2017
608,Better Watch Out,"$20,369",Oct 6,"Well Go USA Entertainment

",2017
609,Absolutely Anything,"$20,169",May 12,"Atlas Distribution Company

",2017
610,The Man from Outer Space,"$20,102",Sep 8,"Indican Pictures

",2017
611,Heat and Dust2017 Re-release,"$19,856",Sep 1,"Cohen Media Group

",2017
612,Trafficked,"$19,698",Oct 6,-,2017
613,L'important c'est d'aimer,"$19,120",Jul 14,"Rialto Pictures

",2017
614,Contemporary Color,"$15,305",Mar 1,"Oscilloscope

",2017
615,Carrie Pilby,"$18,957",Mar 31,"The Orchard

",2017
616,Bobbi Jene,"$18,579",Sep 22,"Oscilloscope

",2017
617,All the Rage,"$18,489",Jun 23,"The Film Collaborative

",2017
618,Burden,"$18,440",May 5,"Magnolia Pictures

",2017
619,Glory,"$18,415",Apr 12,"Film Movement

",2017
620,Mansfield 66/67,"$17,930",Oct 27,"FilmBuff

",2017
621,The Last Shaman,"$17,844",May 12,"Abramorama

",2017
622,Sacred,"$17,740",May 5,"Argot Pictures

",2017
623,Bad Grandmas,"$17,688",Nov 3,"Parade Deck Films

",2017
624,Harmonium,"$17,191",Jun 16,"Film Movement

",2017
625,Food Evolution,"$17,181",Jun 23,"Abramorama

",2017
626,The Sacrifice2017 Re-release,"$61,018",Oct 20,"Kino Lorber

",2017
627,Swim Team,"$16,783",Jul 7,"Argot Pictures

",2017
628,The Freedom to Marry,"$16,611",Mar 3,"Argot Pictures

",2017
629,Brave New Jersey,"$16,544",Aug 4,"Gravitas Ventures

",2017
630,Mission Control: The Unsung Heroes of Apollo,"$16,405",Apr 14,-,2017
631,All the Queen's Horses,"$16,172",Nov 10,"Argot Pictures

",2017
632,Kills On Wheels2016 Re-release,"$15,898",Oct 20,"Kino Lorber

",2017
633,Escapes,"$17,778",Jul 28,"Grasshopper Film

",2017
634,Miss Sloane,"$3,500,605",Nov 25,"EuropaCorp

",2017
635,The Wound,"$30,678",Mar 15,"Kino Lorber

",2017
636,Hunter Gatherer,"$19,462",Nov 18,"Matson Films

",2017
637,Victor,"$117,755",Sep 15,"CanZion Films

",2017
638,SHOT! The Psycho-Spiritual Mantra of Rock,"$15,157",Apr 7,"Magnolia Pictures

",2017
639,Rebels on Pointe,"$15,088",Nov 15,"Icarus Films

",2017
640,Paradise,"$14,873",Oct 6,"Film Movement

",2017
641,Vince Giordano: There's a Future in the Past,"$14,807",Jan 13,"First Run

",2017
642,The Farthest,"$14,773",Aug 11,"Abramorama

",2017
643,Antarctica: Ice and Sky2017 Re-release,"$14,475",Jan 20,"Music Box Films

",2017
644,Brotherhood of Blades 2,"$14,204",Dec 1,"Well Go USA Entertainment

",2017
645,The Leisure Seeker,"$3,226,443",Dec 15,"Sony Pictures Classics

",2017
646,Abracadabra,"$13,975",Sep 15,"Sony Pictures Releasing

",2017
647,Time to Die,"$13,707",Sep 15,"Film Movement

",2017
648,After Love,"$13,693",Aug 9,"Distrib Films

",2017
649,Red Trees,"$13,666",Sep 15,"Cohen Media Group

",2017
650,The Beatles: Eight Days a Week - The Touring Years,"$2,930,414",Sep 15,"Abramorama

",2017
651,Legend of the Naga Pearls,"$13,588",Aug 25,"Well Go USA Entertainment

",2017
652,Charged: The Eduardo Garcia Story,"$15,920",Oct 4,"GathrFilms

",2017
653,In the Fade,"$321,011",Dec 27,"Magnolia Pictures

",2017
654,Birdboy: The Forgotten Children,"$38,786",Dec 15,"GKIDS

",2017
655,Taipei Story,"$12,897",Mar 17,"Janus Films

",2017
656,Song Of Granite,"$16,182",Nov 15,"Oscilloscope

",2017
657,"Intent to Destroy: Death, Denial & Depiction","$13,194",Nov 10,"Abramorama

",2017
658,Junction 48,"$12,795",Mar 3,"The Orchard

",2017
659,4 Days in France,"$12,273",Aug 4,"The Cinema Guild

",2017
660,Last Men in Aleppo,"$14,637",May 5,"Grasshopper Film

",2017
661,Heal,"$12,668",Oct 20,"Paladin

",2017
662,Keep Quiet,"$50,451",Feb 17,"Kino Lorber

",2017
663,Blind,"$12,522",Jul 14,"Vertical Entertainment

",2017
664,Seven Beauties,"$12,408",Apr 14,"Kino Lorber

",2017
665,The Magnificent Seven,"$93,432,655",Sep 23,"Sony Pictures Releasing

",2017
666,Staying Vertical,"$12,158",Jan 20,"Strand Releasing

",2017
667,Frank Serpico,"$11,925",Nov 1,"IFC Films

",2017
668,Sweet Virginia,"$11,753",Nov 17,"IFC Films

",2017
669,Dead Awake,"$11,528",May 12,"FilmRise

",2017
670,The Son of Joseph,"$30,588",Sep 29,"Kino Lorber

",2017
671,Beside Bowie: The Mick Ronson Story,"$11,400",Aug 25,"Parade Deck Films

",2017
672,I Can Speak,"$63,239",Sep 22,"CJ Entertainment

",2017
673,Mifune: The Last Samurai,"$62,279",Nov 25,"Strand Releasing

",2017
674,Saigon Bodyguards,"$11,314",Feb 3,"CJ Entertainment

",2017
675,Porto,"$15,126",Nov 17,"Kino Lorber

",2017
676,Ugetsu,"$11,197",Mar 1,"Janus Films

",2017
677,Shadowman,"$13,498",Dec 1,"Film Movement

",2017
678,The Challenge,"$11,043",Sep 8,"Kino Lorber

",2017
679,Permanent,"$12,847",Dec 15,"Magnolia Pictures

",2017
680,In Search of Fellini,"$12,772",Sep 15,-,2017
681,Lovesong,"$10,626",Feb 17,"Strand Releasing

",2017
682,Clarence,"$10,495",Sep 1,"Indican Pictures

",2017
683,Harry & Snowman,"$561,460",Sep 30,"FilmRise

",2017
684,Amelia 2.0,"$10,233",Aug 4,"TriCoast Worldwide

",2017
685,The Sunshine Makers,"$10,042",Jan 20,"FilmRise

",2017
686,Pelle the Conqueror2017 Re-release,"$9,757",Feb 24,"Film Movement

",2017
687,Machines,"$9,710",Aug 9,"Kino Lorber

",2017
688,The Fiancé,"$23,986",Nov 11,"Indican Pictures

",2017
689,Remember the Goal,"$119,100",Aug 26,"Five & Two Pictures

",2017
690,Thirst Street,"$9,129",Sep 22,"The Samuel Goldwyn Company

",2017
691,Lycan,"$9,110",Aug 18,"Parade Deck Films

",2017
692,Painted Woman,"$10,298",Nov 10,-,2017
693,Galapagos,"$18,630,372",Oct 29,"IMAX

",2017
694,Amnesia,"$8,700",Jul 21,"Film Movement

",2017
695,Félicité,"$12,433",Oct 27,"Strand Releasing

",2017
696,Inspector Maigret,"$8,528",Oct 20,"Kino Lorber

",2017
697,Irreplaceable,"$8,494",Feb 2,"Distrib Films

",2017
698,The Eyes,"$9,104",Apr 7,"Parade Deck Films

",2017
699,We Are the Flesh,"$8,438",Jan 13,"Arrow Films

",2017
700,Natasha,"$8,325",Apr 28,"Menemsha Films

",2017
701,Mr. Chibbs,"$8,302",May 3,"Abramorama

",2017
702,Served Like a Girl,"$8,290",Aug 25,"Entertainment Studios Motion Pictures

",2017
703,From Nowhere,"$8,109",Feb 17,"FilmRise

",2017
704,Swept Away,"$7,876",Apr 14,"Kino Lorber

",2017
705,The Ballad of Lefty Brown,"$7,856",Dec 15,"A24

",2017
706,Overdrive,"$7,793",Oct 6,"Vertical Entertainment

",2017
707,Maurizio Cattelan: Be Right Back,"$7,706",Apr 14,"Bond/360

",2017
708,The Wrong Light,"$7,553",Jul 14,"The Cinema Guild

",2017
709,Birthright: A War Story,"$7,519",Jul 14,"Abramorama

",2017
710,Big Time,"$7,347",Dec 1,"Abramorama

",2017
711,Another WolfCop,"$7,285",Dec 1,"Parade Deck Films

",2017
712,The Jazz Funeral,"$7,103",Mar 10,"Indican Pictures

",2017
713,A Kind of Loving,"$6,912",Apr 7,"Rialto Pictures

",2017
714,Harry Benson: Shoot First,"$18,092",Dec 9,"Magnolia Pictures

",2017
715,Footnotes2017 Re-release,"$6,660",Jul 14,"Monument Releasing

",2017
716,Suntan,"$6,643",Mar 10,"Strand Releasing

",2017
717,The Persian Connection,"$6,634",Jul 14,"The Samuel Goldwyn Company

",2017
718,Elizabeth Blue,"$6,542",Sep 22,-,2017
719,The Pathological Optimist,"$11,222",Sep 29,"The Film Arcade

",2017
720,Scum,"$6,461",Jun 16,"Kino Lorber

",2017
721,The Last Rampage,"$6,294",Sep 22,-,2017
722,Inseparables,"$6,258",Oct 15,"Film Movement

",2017
723,The Skyjacker's Tale,"$6,253",Jun 30,"Strand Releasing

",2017
724,In the Steps of Trisha Brown,"$6,230",Feb 7,"Icarus Films

",2017
725,Chosen,"$9,283",Dec 16,-,2017
726,Arise from Darkness,"$6,112",Jan 6,"Indican Pictures

",2017
727,The Fuzz,"$6,067",Jul 21,"Indican Pictures

",2017
728,Dying to Know: Ram Dass & Timothy Leary,"$16,397",Jan 23,"GathrFilms

",2017
729,Ichi the Killer2017 Re-release,"$20,285",Nov 10,"Well Go USA Entertainment

",2017
730,The Seasons In Quincy: Four Portraits of John Berger,"$28,456",Aug 31,"Icarus Films

",2017
731,On Wings of Eagles2017 Re-release,"$5,975",Nov 3,-,2017
732,Starless Dreams,"$5,937",Jan 20,"The Cinema Guild

",2017
733,"Kill Me, Deadly","$36,027",Apr 1,"Indican Pictures

",2017
734,Tad the Lost Explorer and the Secret of King Midas,"$5,874",Dec 1,"Paramount Classics

",2017
735,The Work,"$5,853",Oct 27,"The Orchard

",2017
736,Best Worst Thing That Ever Could Have Happened...,"$106,986",Nov 18,"Abramorama

",2017
737,The Dark Below,"$7,095",Mar 10,"Parade Deck Films

",2017
738,The Vault,"$5,728",Sep 1,"FilmRise

",2017
739,Trespass Against Us,"$5,711",Jan 20,"A24

",2017
740,The Ardennes2016 Re-release,"$5,638",Jan 6,"Film Movement

",2017
741,La Chinoise2017 Re-release,"$5,631",Jul 21,"Kino Lorber

",2017
742,Shut In,"$6,900,335",Nov 11,"EuropaCorp

",2017
743,No culpes al karma de lo que te pasa por gilipollas,"$5,614",Mar 24,"Sony Pictures Releasing

",2017
744,Gold,"$5,539",Dec 1,"Sony Pictures Releasing

",2017
745,Icaros: A Vision,"$5,510",May 19,-,2017
746,The Man from Earth: Holocene,"$5,472",Oct 13,"Parade Deck Films

",2017
747,Reset,"$5,454",Jan 13,"FilmRise

",2017
748,The Daughter,"$26,376",Jan 27,"Kino Lorber

",2017
749,Company Town,"$4,934",Sep 8,"First Run

",2017
750,Miss Kiet's Children2017 Re-release,"$9,384",Dec 13,"Icarus Films

",2017
