,Movie Title,Total Gross,Release Date,Production Company,Year
368,Chocolate City,"$212,662",May 22,"Freestyle Releasing

",2015
369,Fall in Love Like a Star2015 Re-release,"$212,508",Dec 4,"China Lion Film Distribution

",2015
370,Goodbye to Language,"$401,889",Oct 24,"Kino Lorber

",2015
371,Dark Places,"$208,588",Aug 7,"A24

",2015
372,Heneral Luna,"$206,040",Oct 30,"Abramorama

",2015
373,To the Arctic 3D,"$14,554,597",Apr 20,"Warner Bros.

",2015
374,Hitchcock/Truffaut,"$260,430",Dec 2,"Cohen Media Group

",2015
375,Escobar: Paradise Lost,"$195,792",Jun 26,"RADiUS-TWC

",2015
376,Mommy,"$3,494,070",Sep 19,"Roadside Attractions

",2015
377,Merchants of Doubt,"$308,156",Mar 6,"Sony Pictures Classics

",2015
378,Gemma Bovery,"$191,533",May 29,"Music Box Films

",2015
379,The Connection,"$190,980",May 15,"Drafthouse Films

",2015
380,Lost and Love,"$188,817",Mar 20,"China Lion Film Distribution

",2015
381,Stonewall,"$187,674",Sep 25,"Roadside Attractions

",2015
382,Maggie,"$187,112",May 8,"Roadside Attractions

",2015
383,Detective K: Secret of the Lost Island,"$185,367",Mar 6,"CJ Entertainment

",2015
384,The Priests,"$185,093",Nov 26,"CJ Entertainment

",2015
385,An Honest Liar,"$180,590",Mar 6,"Abramorama

",2015
386,Lambert & Stamp,"$183,320",Apr 3,"Sony Pictures Classics

",2015
387,Walking with the Enemy,"$1,112,592",Apr 25,"Liberty Studios

",2015
388,Serena,"$176,391",Mar 27,"Magnolia Pictures

",2015
389,The Young and Prodigious T.S. Spivet,"$173,564",Jul 31,"The Weinstein Company

",2015
390,The Farewell Party,"$172,860",May 22,"The Samuel Goldwyn Company

",2015
391,All Things Must Pass: The Rise and Fall of Tower Records,"$172,394",Oct 16,"Gravitas Ventures

",2015
392,A Brilliant Young Mind,"$171,793",Sep 11,"The Samuel Goldwyn Company

",2015
393,Time Out of Mind,"$166,775",Sep 9,"IFC Films

",2015
394,Zhongkui: Snow Girl and the Dark Crystal,"$165,428",Feb 27,"Well Go USA Entertainment

",2015
395,C'est Si Bon,"$164,167",Feb 13,"CJ Entertainment

",2015
396,Sheng zhe wei wang,"$163,406",Nov 11,"China Lion Film Distribution

",2015
397,After the Ball,"$161,820",Feb 27,"Freestyle Releasing

",2015
398,Mustang,"$845,464",Nov 20,"Cohen Media Group

",2015
399,3 Hearts,"$161,129",Mar 13,"Cohen Media Group

",2015
400,Theeb,"$283,024",Nov 6,"Film Movement

",2015
401,Hell and Back,"$157,768",Oct 2,"Freestyle Releasing

",2015
402,Experimenter,"$155,575",Oct 16,"Magnolia Pictures

",2015
403,Desert Dancer,"$155,271",Apr 10,"Relativity Media

",2015
404,"Buen Día, Ramón","$154,356",Jan 30,"FIP

",2015
405,Backstreet Boys: Show 'Em What You're Made Of,"$153,068",Jan 30,"Gravitas Ventures

",2015
406,Samba,"$151,530",Jul 24,"Broad Green Pictures

",2015
407,The Tribe,"$150,564",Jun 17,"Drafthouse Films

",2015
408,Forever Young,"$149,761",Jul 10,"China Lion Film Distribution

",2015
409,The New Girlfriend,"$146,754",Sep 18,"Cohen Media Group

",2015
410,The Last Five Years,"$145,427",Feb 13,"RADiUS-TWC

",2015
411,Tangerines,"$144,501",Apr 17,"The Samuel Goldwyn Company

",2015
412,45 Years,"$4,247,285",Dec 23,"IFC Films

",2015
413,5 to 7,"$162,685",Apr 3,"IFC Films

",2015
414,Twenty,"$136,125",Apr 17,"CJ Entertainment

",2015
415,Sapience,"$135,392",Mar 20,"Kino Lorber

",2015
416,Cop Car,"$134,552",Aug 7,"Focus World

",2015
417,Don't Think I've Forgotten: Cambodia's Lost Rock & Roll,"$133,443",Apr 22,"Argot Pictures

",2015
418,Manglehorn,"$143,101",Jun 19,"IFC Films

",2015
419,A Ballerina's Tale,"$131,995",Oct 14,"IFC Films

",2015
420,Mississippi Grind,"$130,541",Sep 25,"A24

",2015
421,Kung Fu Jungle,"$129,784",Apr 24,"Well Go USA Entertainment

",2015
422,A Journey Through Time with Antony,"$127,381",Nov 18,"China Lion Film Distribution

",2015
423,Boulevard,"$126,150",Jul 10,"Starz Digital Media

",2015
424,Son of Saul,"$1,777,043",Dec 18,"Sony Pictures Classics

",2015
425,The Tale of The Princess Kaguya,"$703,232",Oct 17,"GKIDS

",2015
426,Z for Zachariah,"$121,461",Aug 28,"Roadside Attractions

",2015
427,Ida,"$3,827,060",May 2,"Music Box Films

",2015
428,Digging for Fire,"$119,364",Aug 21,"The Orchard

",2015
429,The Judge,"$47,119,388",Oct 10,"Warner Bros.

",2015
430,Love Live! The School Idol Movie,"$115,840",Sep 11,-,2015
431,Road Hard,"$113,169",Mar 6,"FilmBuff

",2015
432,She's Funny That Way,"$111,996",Aug 21,"Lionsgate Premiere

",2015
433,Memories of the Sword,"$111,071",Aug 28,"Well Go USA Entertainment

",2015
434,Roar,"$110,048",Apr 15,"Drafthouse Films

",2015
435,The Look of Silence,"$109,089",Jul 17,"Drafthouse Films

",2015
436,Adult Beginners,"$108,808",Apr 24,"RADiUS-TWC

",2015
437,The Beauty Inside,"$108,083",Sep 11,"Well Go USA Entertainment

",2015
438,I Am Eleven2014 Re-release,"$310,116",Sep 12,"Proud Mother Pictures

",2015
439,The Himalayas,"$696,717",Dec 18,"CJ Entertainment

",2015
440,Chronicles of Evil,"$105,057",May 15,"CJ Entertainment

",2015
441,Results,"$104,507",May 29,"Magnolia Pictures

",2015
442,Every Secret Thing,"$103,536",May 15,"Starz Digital Media

",2015
443,In Jackson Heights,"$121,094",Nov 4,"Zipporah Films

",2015
444,A Lego Brickumentary,"$101,531",Jul 31,"RADiUS-TWC

",2015
445,Man from Reno,"$101,438",Mar 27,-,2015
446,James White,"$101,368",Nov 13,"The Film Arcade

",2015
447,Ghost in the Shell: The New Movie,"$101,203",Nov 10,"FUNimation Entertainment

",2015
448,Black Souls,"$101,088",Apr 10,"Alchemy

",2015
449,1915,"$111,682",Apr 17,-,2015
450,A Poem Is a Naked Person,"$96,592",Jul 1,"Janus Films

",2015
451,Saving Mr. Wu,"$92,696",Oct 2,"United Entertainment Partners

",2015
452,The Tales of Hoffmann,"$91,930",Mar 13,"Rialto Pictures

",2015
453,Christmas Eve,"$91,302",Dec 4,"Amplify

",2015
454,Queen of Earth,"$91,218",Aug 26,"IFC Films

",2015
455,Legends from the Sky,"$91,462",Jan 30,-,2015
456,Beasts of No Nation,"$90,777",Oct 16,"Bleecker Street Media

",2015
457,Hero,"$88,675",Sep 11,"Eros International

",2015
458,Sunshine Superman,"$88,097",May 22,"Magnolia Pictures

",2015
459,Beyond the Lights,"$14,618,727",Nov 14,"Relativity Media

",2015
460,Trace Amounts,"$80,735",Jan 2,"GathrFilms

",2015
461,Heaven Knows What,"$80,734",May 29,"RADiUS-TWC

",2015
462,Do I Sound Gay?,"$119,388",Jul 10,"IFC Films

",2015
463,Nasty Baby,"$79,800",Oct 23,"The Orchard

",2015
464,Tab Hunter Confidential,"$85,812",Oct 16,"The Film Collaborative

",2015
465,Antarctica: A Year on Ice,"$288,757",Nov 28,"Music Box Films

",2015
466,Blackbird,"$78,400",Apr 24,"Image Entertainment

",2015
467,Wei ai zhi jian ru jia jing,"$271,734",Dec 24,"China Lion Film Distribution

",2015
468,Anomalisa,"$3,759,286",Dec 30,"Paramount Pictures

",2015
469,Batkid Begins: The Wish Heard Around the World,"$74,709",Jun 26,"Warner Bros.

",2015
470,Six Dance Lessons in Six Weeks,"$106,323",Dec 12,"Dada Films

",2015
471,Dragon Blade,"$74,068",Sep 4,"Lionsgate Premiere

",2015
472,The Principle,"$89,543",Oct 24,"Rocky Mountain Pictures

",2015
473,Freaks of Nature,"$70,958",Oct 30,"Sony Pictures Releasing

",2015
474,The Wonders,"$73,378",Oct 30,"Oscilloscope

",2015
475,Predestination,"$68,372",Jan 9,"Vertical Entertainment

",2015
476,National Gallery,"$253,941",Nov 5,"Zipporah Films

",2015
477,I Am Big Bird: The Caroll Spinney Story,"$67,845",May 6,"Tribeca Film

",2015
478,Turbo Kid,"$67,069",Aug 28,-,2015
479,People Places Things,"$67,046",Aug 14,"The Film Arcade

",2015
480,Eden,"$65,460",Jun 19,"Broad Green Pictures

",2015
481,Design for Living,"$63,675",Sep 18,"China Lion Film Distribution

",2015
482,The Pyramid,"$2,756,333",Dec 5,"Twentieth Century Fox

",2015
483,Drunk Stoned Brilliant Dead: The Story of the National Lampoon,"$62,660",Sep 25,"Magnolia Pictures

",2015
484,The Best of Me,"$26,766,213",Oct 17,"Relativity Media

",2015
485,Only You,"$61,565",Jul 24,"China Lion Film Distribution

",2015
486,Dark Star: H.R. Giger's World,"$61,845",May 15,"Icarus Films

",2015
487,Girlhood,"$60,765",Jan 30,"Strand Releasing

",2015
488,Jauja2014 Re-release,"$60,231",Mar 20,"The Cinema Guild

",2015
489,Güeros,"$60,114",May 20,"Kino Lorber

",2015
490,Cooties,"$60,058",Sep 18,"Lionsgate Premiere

",2015
491,I Smile Back,"$58,738",Oct 23,"Broad Green Pictures

",2015
492,Rififi2015 Re-release,"$57,749",Sep 2,"Rialto Pictures

",2015
493,The Duke of Burgundy,"$64,521",Jan 23,"IFC Films

",2015
494,The Search for General Tso,"$54,275",Jan 2,"IFC Films

",2015
495,The Ark of Mr Chow,"$54,075",Jun 19,"China Lion Film Distribution

",2015
496,Beloved Sisters,"$54,030",Jan 9,"Music Box Films

",2015
497,Aloft,"$53,086",May 22,"Sony Pictures Classics

",2015
498,Quay,"$51,858",Aug 19,"Zeitgeist Films

",2015
499,Deep Sea,"$46,405,110",Mar 3,"Warner Bros.

",2015
500,We Come as Friends,"$50,921",Aug 14,"BBC Worldwide North America

",2015
501,Flowers,"$61,568",Oct 30,"Music Box Films

",2015
502,The Yes Men Are Revolting,"$50,190",Jun 12,"The Orchard

",2015
503,The Advocate: A Missing Body,"$50,162",Oct 23,"CJ Entertainment

",2015
504,Heist,"$50,136",Nov 13,"Lionsgate Premiere

",2015
505,Spring,"$49,970",Mar 20,"Drafthouse Films

",2015
506,Difret,"$49,667",Oct 23,"Truth Aid

",2015
507,Red Herring,"$49,480",Oct 30,"Indican Pictures

",2015
508,The Seven Five,"$48,869",May 8,"IFC Films

",2015
509,Bangistan,"$48,694",Aug 7,"Eros International

",2015
510,The Lady in the Van,"$10,021,175",Dec 4,"Sony Pictures Classics

",2015
511,Appropriate Behavior,"$46,912",Jan 16,"Gravitas Ventures

",2015
512,Zero Motivation,"$116,044",Dec 3,"Zeitgeist Films

",2015
513,Shanghai2015 Re-release,"$46,425",Oct 2,"The Weinstein Company

",2015
514,Beyond the Reach,"$45,895",Apr 17,"Roadside Attractions

",2015
515,Lost River,"$45,431",Apr 10,"Warner Bros.

",2015
516,Mr. X,"$44,995",Apr 17,"FIP

",2015
517,The Salvation,"$44,903",Feb 27,"IFC Films

",2015
518,Madame Bovary,"$44,235",Jun 12,"Alchemy

",2015
519,Charlie's Country,"$42,937",Jun 5,"Monument Releasing

",2015
520,Ingrid Bergman: In Her Own Words,"$138,148",Nov 13,"Rialto Pictures

",2015
521,Breathe,"$42,297",Sep 11,"Film Movement

",2015
522,Nowitzki: The Perfect Shot,"$41,340",Jul 10,"Magnolia Pictures

",2015
523,Queen & Country,"$41,297",Feb 18,"BBC Worldwide North America

",2015
524,The New Rijksmuseum - The Film,"$40,578",Jun 19,"First Run

",2015
525,The Phone,"$40,516",Nov 6,"CJ Entertainment

",2015
526,What Our Fathers Did: A Nazi Legacy,"$40,119",Nov 6,"Oscilloscope

",2015
527,Entertainment,"$55,506",Nov 13,"Magnolia Pictures

",2015
528,WARx2,"$2,310,625",Sep 18,"Strasson Group

",2015
529,Prophet's Prey,"$39,347",Sep 18,-,2015
530,Lila & Eve,"$38,263",Jul 17,"The Samuel Goldwyn Company

",2015
531,Match2015 Re-release,"$37,285",Jan 14,"IFC Films

",2015
532,Before We Go,"$37,151",Sep 4,"RADiUS-TWC

",2015
533,The Mafia Kills Only in Summer2015 Re-release,"$37,134",Mar 6,"Distrib Films

",2015
534,Grey Gardens,"$36,923",Mar 6,"Janus Films

",2015
535,Sister Code,"$36,676",May 8,"GVN Releasing

",2015
536,Knock Knock,"$36,336",Oct 9,"Lionsgate Premiere

",2015
537,The Kindergarten Teacher,"$36,190",Jul 31,"Kino Lorber

",2015
538,Welcome to Leith,"$36,010",Sep 9,"First Run

",2015
539,Finders Keepers,"$35,555",Sep 25,"The Orchard

",2015
540,The Pearl Button,"$42,166",Oct 23,"Kino Lorber

",2015
541,Wild City,"$34,866",Jul 31,"Well Go USA Entertainment

",2015
542,Dear White People,"$4,404,154",Oct 17,"Roadside Attractions

",2015
543,Song One,"$32,251",Jan 23,"The Film Arcade

",2015
544,Love Forecast,"$32,211",Jan 23,"CJ Entertainment

",2015
545,Amira & Sam,"$31,849",Jan 30,"Drafthouse Films

",2015
546,The Forbidden Room,"$34,404",Oct 7,"Kino Lorber

",2015
547,Out 1,"$31,539",Nov 6,"Carlotta Films

",2015
548,Don Verdean,"$31,309",Dec 11,"Lionsgate Premiere

",2015
549,"3½ Minutes, Ten Bullets","$30,407",Jun 19,"Participant

",2015
550,Yellow Day2015 Re-release,"$144,163",Dec 11,"Providence Film Partners

",2015
551,Army of Shadows2015 Re-release,"$30,190",Aug 26,"Rialto Pictures

",2015
552,Runoff,"$30,186",Jun 26,"Monterey Media

",2015
553,Paul Taylor Creative Domain,"$30,168",Sep 11,-,2015
554,Paulette2015 Re-release,"$29,494",Aug 14,"Cohen Media Group

",2015
555,Rebels of the Neon God,"$28,791",Apr 10,"Big World Pictures

",2015
556,Americons,"$28,782",Jan 23,-,2015
557,Hard to Be a God,"$28,608",Jan 30,"Kino Lorber

",2015
558,Meet the Mormons,"$6,047,363",Oct 10,"Purdie Distribution

",2015
559,The Nightmare,"$28,281",Jun 5,"Gravitas Ventures

",2015
560,Censored Voices,"$41,260",Nov 20,"Music Box Films

",2015
561,"Like Sunday, Like Rain","$28,208",Mar 6,"Monterey Media

",2015
562,7 Chinese Brothers,"$28,180",Aug 28,"Screen Media Films

",2015
563,The Cut,"$28,066",Sep 18,"Strand Releasing

",2015
564,Sagrada: The Mystery of Creation2014 Re-release,"$58,755",Sep 12,"First Run

",2015
565,The Keeping Room,"$27,166",Sep 25,"Drafthouse Films

",2015
566,Tap World,"$26,747",Jul 10,"Vitagraph Films

",2015
567,Last Days in Vietnam,"$466,114",Sep 5,"American Experience Films

",2015
568,Love at First Fight,"$25,229",May 22,"Strand Releasing

",2015
569,R100,"$24,956",Jan 23,"Drafthouse Films

",2015
570,Big Game,"$24,752",Jun 26,"EuropaCorp

",2015
571,Olvidados2015 Re-release,"$24,638",Sep 18,"Cinema Libre Studio

",2015
572,Kill Me Three Times,"$24,296",Apr 10,"Magnolia Pictures

",2015
573,Can't Stand Losing You: Surviving the Police,"$23,262",Mar 20,"Cinema Libre Studio

",2015
574,Hippocrates: Diary of a French Doctor,"$23,050",Jun 19,"Distrib Films

",2015
575,Court,"$22,898",Jul 15,"Zeitgeist Films

",2015
576,Salut d'Amour,"$22,480",Apr 10,"CJ Entertainment

",2015
577,Metropolitan2015 Re-release,"$22,284",Aug 7,"Rialto Pictures

",2015
578,Slow Learners,"$22,272",Aug 19,"IFC Films

",2015
579,Princess Cut,"$22,167",Jul 28,"Watchman Pictures

",2015
580,Mediterranea,"$22,076",Nov 20,"IFC Films

",2015
581,Animals2015 Re-release,"$21,821",May 15,"Oscilloscope

",2015
582,Cong cong na nian,"$569,280",Dec 12,"China Lion Film Distribution

",2015
583,Boy Meets Girl,"$20,441",Feb 6,-,2015
584,"Love, Rosie","$20,431",Feb 6,"The Film Arcade

",2015
585,Futuro Beach,"$20,262",Feb 27,"Strand Releasing

",2015
586,Friends and Romans,"$20,136",Oct 23,"Paladin

",2015
587,The Good Lie,"$2,722,209",Oct 3,"Warner Bros.

",2015
588,Peace Officer,"$26,632",Sep 16,"Submarine Deluxe

",2015
589,Forbidden Games,"$19,889",Apr 24,"Rialto Pictures

",2015
590,My Old Lady,"$4,013,786",Sep 10,"Cohen Media Group

",2015
591,Misery Loves Comedy,"$19,634",Apr 24,"Tribeca Film

",2015
592,Going Away,"$19,501",Oct 2,"Cohen Media Group

",2015
593,Monk with a Camera,"$45,938",Nov 21,"Kino Lorber

",2015
594,The Challenger,"$19,003",Sep 11,-,2015
595,Little Accidents,"$10,071",Jan 16,"Amplify

",2015
596,Ardor,"$18,565",Jul 17,"Participant

",2015
597,The Little Death,"$18,238",Jun 26,"Magnolia Pictures

",2015
598,Gangnam Blues,"$18,022",Feb 6,"CJ Entertainment

",2015
599,The Great Museum,"$18,020",Jul 3,"Kino Lorber

",2015
600,The Other One,"$17,727",Jun 26,"Indican Pictures

",2015
601,Boy and the World2015 Re-release,"$129,480",Dec 11,"GKIDS

",2015
602,Trash,"$17,484",Oct 9,"Focus World

",2015
603,Strangerland,"$17,472",Jul 10,"Alchemy

",2015
604,Love Thy Nature,"$41,149",Feb 19,-,2015
605,Eastern Boys,"$16,831",Feb 27,"First Run

",2015
606,Extraction,"$16,775",Dec 18,"Lionsgate Premiere

",2015
607,Eva2015 Re-release,"$16,738",Mar 13,"The Weinstein Company

",2015
608,This Changes Everything,"$16,692",Oct 3,"Abramorama

",2015
609,Who Took Johnny,"$16,595",Apr 24,"Rumur Releasing

",2015
610,Long Live Freedom2014 Re-release,"$48,541",Nov 7,"Distrib Films

",2015
611,The Human Centipede III (Final Sequence),"$16,184",May 22,"IFC Films

",2015
612,Pierrot le Fou2015 Re-release,"$34,371",Dec 18,"Rialto Pictures

",2015
613,Can You Dig This,"$15,909",Nov 27,"GathrFilms

",2015
614,Full Moon in Paris,"$15,726",Apr 17,"Film Movement

",2015
615,Number One Fan,"$15,549",Sep 4,"Distrib Films

",2015
616,Cheatin',"$15,077",Apr 3,-,2015
617,Zombeavers,"$14,947",Mar 20,"Freestyle Releasing

",2015
618,Gloria,"$14,701",Jul 17,-,2015
619,10 Days in a Madhouse,"$14,616",Nov 11,-,2015
620,Buzzard,"$14,591",Mar 6,"Oscilloscope

",2015
621,River of Fundament,"$44,840",Dec 4,"International Film Circuit

",2015
622,The Hallow,"$13,906",Nov 6,"IFC Films

",2015
623,Blackfoot Trail,"$13,848",Mar 20,"IFC Films

",2015
624,Goodbye to All That,"$16,986",Dec 17,"IFC Films

",2015
625,Noma My Perfect Storm,"$21,130",Dec 18,"Magnolia Pictures

",2015
626,Amour Fou,"$13,702",Mar 18,"Film Movement

",2015
627,Eli,"$13,547",Jun 19,"Eros International

",2015
628,The Passionate Thief,"$31,539",Dec 5,"Rialto Pictures

",2015
629,The World of Kanako2015 Re-release,"$16,627",Dec 4,"Drafthouse Films

",2015
630,10.000 Km,"$12,423",Jul 10,"Broad Green Pictures

",2015
631,The Overnighters,"$110,763",Oct 10,"Drafthouse Films

",2015
632,The Armor of Light,"$12,267",Oct 30,"Fork Films

",2015
633,Wa-shoku Dream: Beyond Sushi,"$12,240",Apr 10,"Under The Milky Way

",2015
634,A Murder in the Park,"$12,088",Jun 26,"IFC Films

",2015
635,Little England2015 Re-release,"$12,077",May 17,"Corinth Films

",2015
636,Diplomacy,"$230,880",Oct 15,"Zeitgeist Films

",2015
637,Of Horses and Men,"$11,894",Mar 6,"Music Box Films

",2015
638,Emptying the Skies,"$11,811",Apr 22,"Music Box Films

",2015
639,Marie's Story2014 Re-release,"$11,720",May 1,"Film Movement

",2015
640,Listen Up Philip,"$200,126",Oct 17,"Tribeca Film

",2015
641,The Kidnapping of Michel Houellebecq,"$11,546",Mar 25,"Kino Lorber

",2015
642,Consumed,"$20,476",Nov 10,"GathrFilms

",2015
643,A Tale of Winter,"$23,268",Dec 19,"Big World Pictures

",2015
644,Walking the Camino: Six Ways to Santiago,"$612,717",Sep 6,-,2015
645,The Devil's Violinist,"$11,294",Jan 30,"Freestyle Releasing

",2015
646,Actress,"$19,365",Nov 7,"The Cinema Guild

",2015
647,Just Before I Go,"$10,970",Apr 24,"Anchor Bay Films

",2015
648,Digging Up the Marrow,"$10,969",Feb 12,-,2015
649,Wolf Totem,"$210,591",Sep 11,"Sony Pictures Releasing

",2015
650,Sembene!,"$28,059",Nov 13,"Kino Lorber

",2015
651,Mala Mala,"$10,761",Jul 1,"Strand Releasing

",2015
652,Gabo: The Creation of Gabriel Garcia Marquez,"$19,337",Oct 1,"Icarus Films

",2015
653,Dark Horse,"$90,136",Sep 20,"Mongrel Media

",2015
654,Empire of Lust,"$10,654",Mar 6,"CJ Entertainment

",2015
655,"One Cut, One Life","$9,406",May 13,"First Run

",2015
656,The Forecaster,"$10,172",Mar 27,-,2015
657,The Life and Mind of Mark DeFriest,"$10,021",Mar 6,-,2015
658,Our Little Sister,"$64,441",Sep 23,"Mongrel Media

",2015
659,Wild Canaries,"$19,777",Feb 25,"IFC Films

",2015
660,Why Don't You Play in Hell?,"$28,534",Nov 7,"Drafthouse Films

",2015
661,Still Life,"$9,481",Jan 16,"Tribeca Film

",2015
662,Every Thing Will Be Fine,"$9,233",Dec 4,"IFC Films

",2015
663,Cupcakes,"$9,129",Mar 27,"Strand Releasing

",2015
664,Arabian Nights: Volume 1 - The Restless One,"$12,260",Dec 4,"Kino Lorber

",2015
665,The Lesson,"$9,045",Mar 4,"Film Movement

",2015
666,Butterfly Girl,"$17,503",Apr 3,"Indican Pictures

",2015
667,Northern Soul,"$8,886",Oct 2,"Freestyle Releasing

",2015
668,B-Side,"$8,870",Jul 10,"Indican Pictures

",2015
669,The Pardon,"$8,845",Jun 26,"Monterey Media

",2015
670,Paulo Coelho's Best Story,"$8,808",Jul 31,"Music Box Films

",2015
671,Dawn of the Crescent Moon,"$8,799",Jul 24,"Indican Pictures

",2015
672,Meet Me in Montenegro,"$8,612",Jul 10,"The Orchard

",2015
673,Hiroshima Mon Amour2014 Re-release,"$96,439",Oct 17,"Rialto Pictures

",2015
674,Farewell to Hollywood,"$8,601",Feb 25,"International Film Circuit

",2015
675,Art and Craft,"$235,037",Sep 19,"Oscilloscope

",2015
676,Counting,"$8,374",Jul 31,"The Cinema Guild

",2015
677,Advanced Style,"$87,879",Sep 26,"Bond/360

",2015
678,The Girl in the Book,"$8,245",Dec 11,"Freestyle Releasing

",2015
679,A Fool,"$8,212",Nov 27,"China Lion Film Distribution

",2015
680,Jellyfish Eyes,"$8,176",Jul 15,"Janus Films

",2015
681,Straight Outta Tompkins,"$8,022",Mar 6,"Indican Pictures

",2015
682,One Small Hitch2015 Re-release,"$7,965",Feb 6,"Freestyle Releasing

",2015
683,Kilo Two Bravo,"$7,891",Nov 13,-,2015
684,A Hard Day,"$19,004",Jul 17,"Kino Lorber

",2015
685,The Great Man,"$7,814",Aug 14,"Distrib Films

",2015
686,Area 51,"$7,556",May 15,-,2015
687,The Winding Stream,"$33,420",Dec 16,"Argot Pictures

",2015
688,Sur le chemin de l'école2015 Re-release,"$7,424",Feb 6,"Distrib Films

",2015
689,Rubble Kings,"$7,416",Jun 19,"Saboteur Media

",2015
690,The Film Critic,"$7,358",May 15,"Music Box Films

",2015
691,The Dinner,"$7,282",Aug 7,"Film Movement

",2015
692,Set Fire to the Stars,"$4,280",Jun 12,"Strand Releasing

",2015
693,Dreams Rewired,"$11,843",Nov 12,"Icarus Films

",2015
694,Antarctic Edge: 70° South,"$7,193",Apr 17,"First Run

",2015
695,Li'l Quinquin,"$7,192",Jan 2,"Kino Lorber

",2015
696,"If You Don't, I Will","$9,719",Dec 17,"Film Movement

",2015
697,Gabriel,"$6,959",Jun 19,"Oscilloscope

",2015
698,Hungry Hearts,"$6,921",Jun 5,"IFC Films

",2015
699,The Sisterhood of Night,"$6,870",Apr 10,"Freestyle Releasing

",2015
700,Steve McQueen: The Man & Le Mans,"$6,843",Nov 13,"FilmRise

",2015
701,Women Who Flirt,"$375,495",Nov 26,"China Lion Film Distribution

",2015
702,Capture the Flag,"$6,690",Dec 4,"Paramount Pictures

",2015
703,Horse Money,"$6,508",Jul 24,"The Cinema Guild

",2015
704,The Suicide Theory,"$6,434",Jul 10,"Freestyle Releasing

",2015
705,Alléluia,"$6,334",Jul 17,"Music Box Films

",2015
706,The Night of the Shooting Stars2015 Re-release,"$6,186",Aug 12,"Cohen Media Group

",2015
707,Barely Lethal,"$6,075",Apr 30,"A24

",2015
708,The Marquise of O,"$6,048",Mar 27,"Film Movement

",2015
709,The Riot Club,"$7,734",Mar 27,"IFC Films

",2015
710,"Sex, Death and Bowling","$5,972",Oct 30,"Monterey Media

",2015
711,Medeas,"$5,895",Jan 16,"The Vladar Company

",2015
712,Top Spin,"$5,858",Aug 21,"First Run

",2015
713,Shout Gladi Gladi,"$5,839",Oct 2,"International Film Circuit

",2015
714,The Wanted 18,"$5,680",Jun 19,"Kino Lorber

",2015
715,Tu Dors Nicole,"$5,662",May 29,"Kino International

",2015
716,This Isn't Funny,"$5,654",Nov 6,-,2015
717,Gone Doggy Gone,"$14,354",Jun 26,"Indican Pictures

",2015
718,Inside the Mind of Leonardo,"$10,600",Dec 19,"Submarine Deluxe

",2015
719,Chic!,"$5,587",May 1,"Distrib Films

",2015
720,Our Man in Tehran,"$5,573",May 15,"First Run

",2015
721,The Living,"$5,514",Apr 3,"Monterey Media

",2015
722,The Way He Looks,"$101,451",Nov 7,"Strand Releasing

",2015
723,Concerning Violence,"$12,680",Dec 5,"Kino Lorber

",2015
724,Revenge of the Mekons,"$11,861",Oct 29,"Music Box Films

",2015
725,Far from Men,"$5,336",May 1,"Tribeca Film

",2015
726,She's Lost Control,"$5,319",Mar 20,"Monument Releasing

",2015
727,Sarajevo,"$5,247",Mar 27,"The Film Desk

",2015
728,The Dead Lands,"$5,240",Apr 17,"Magnolia Pictures

",2015
729,The Princess of France,"$5,212",Jun 26,"The Cinema Guild

",2015
730,Death Valley,"$5,211",Oct 16,"Indican Pictures

",2015
731,A Reason,"$15,792",Aug 28,"Indican Pictures

",2015
732,SBK The-Movie,"$4,950",Apr 3,"Hanover Multimedia

",2015
733,Gerontophilia2015 Re-release,"$4,916",May 1,"Strand Releasing

",2015
734,Guidance,"$4,900",Aug 21,"Strand Releasing

",2015
735,Arabian Nights: Volume 2 - The Desolate One,"$6,398",Dec 11,"Kino Lorber

",2015
736,Miss Hill: Making Dance Matter,"$4,706",Jan 23,"First Run

",2015
737,Jenny's Wedding,"$4,704",Jul 31,"IFC Films

",2015
738,Against the Sun,"$4,646",Jan 23,"The American Film Company

",2015
739,Ashby,"$4,631",Sep 25,"The Film Arcade

",2015
740,Seeds of Time,"$4,630",May 22,"Kino Lorber

",2015
741,Farewell Herr Schwarz,"$4,445",Jan 9,"Kino Lorber

",2015
742,Club Life,"$4,444",May 29,"The Orchard

",2015
743,The Sacrifice2014 Re-release,"$20,945",Nov 12,"Kino Lorber

",2015
744,Back to the Jurassic,"$4,351",Jun 9,"CJ Entertainment

",2015
745,Days of Grace2015 Re-release,"$4,308",May 1,"Cinema Purgatorio

",2015
746,The Knife of Don Juan,"$4,254",Oct 9,"Indican Pictures

",2015
747,The Worst Movie Ever!,"$25,206",Aug 19,"Driving With Our Eyes Shut

",2015
748,Three Night Stand,"$4,076",Jan 16,"Freestyle Releasing

",2015
749,Salvation Army,"$3,929",Jan 23,"Strand Releasing

",2015
750,Unfreedom,"$3,778",May 29,"Dark Frames

",2015
751,The Free Speech Apocalypse,"$3,726",Nov 5,-,2015
752,In the Basement,"$3,643",Nov 6,"Strand Releasing

",2015
753,Fidelio: Alice's Odyssey,"$3,580",Jul 17,"First Run

",2015
754,Arabian Nights: Volume 3 - The Enchanted One,"$4,502",Dec 18,"Kino Lorber

",2015
755,Mahogany Sunrise,"$3,432",Apr 5,-,2015
756,Hyena,"$3,401",May 1,"Tribeca Film

",2015
